trip_id,day_of_week,destination,time_of_day,weather,trip_duration,item,item_importance,item_relevance,times_carried_before,previous_forget_count,forgot
155,Thursday,Office,Evening,Cloudy,Medium,Phone,0.98,0.864,14,1,0
155,Thursday,Office,Evening,Cloudy,Medium,Umbrella,0.35,0.401,9,1,1
155,Thursday,Office,Evening,Cloudy,Medium,Keys,0.93,0.562,8,0,1
155,Thursday,Office,Evening,Cloudy,Medium,Wallet,0.95,0.691,13,0,0
155,Thursday,Office,Evening,Cloudy,Medium,Notebook,0.5,0.618,13,1,0
155,Thursday,Office,Evening,Cloudy,Medium,ID_Card,0.9,0.792,10,1,0
156,Friday,Shopping,Evening,Rainy,Short,Umbrella,0.35,0.781,13,2,0
156,Friday,Shopping,Evening,Rainy,Short,Keys,0.93,0.651,12,0,0
156,Friday,Shopping,Evening,Rainy,Short,Wallet,0.95,0.99,14,0,0
157,Monday,Friends_House,Morning,Cold,Medium,Laptop,0.8,0.173,3,0,1
157,Monday,Friends_House,Morning,Cold,Medium,Phone,0.98,0.838,9,0,0
157,Monday,Friends_House,Morning,Cold,Medium,Charger,0.55,0.394,11,0,1
157,Monday,Friends_House,Morning,Cold,Medium,ID_Card,0.9,0.338,2,0,1
157,Monday,Friends_House,Morning,Cold,Medium,Earphones,0.4,0.445,10,0,1
157,Monday,Friends_House,Morning,Cold,Medium,Keys,0.93,0.653,9,0,0
158,Thursday,Friends_House,Afternoon,Sunny,Short,Notebook,0.5,0.01,5,3,1
158,Thursday,Friends_House,Afternoon,Sunny,Short,Wallet,0.95,0.505,14,0,0
158,Thursday,Friends_House,Afternoon,Sunny,Short,Charger,0.55,0.482,6,2,0
158,Thursday,Friends_House,Afternoon,Sunny,Short,Umbrella,0.35,0.159,4,0,1
159,Thursday,Gym,Afternoon,Cold,Short,Earphones,0.4,0.897,13,0,1
159,Thursday,Gym,Afternoon,Cold,Short,Phone,0.98,0.703,5,1,0
159,Thursday,Gym,Afternoon,Cold,Short,Water_Bottle,0.45,0.794,17,2,0
160,Saturday,Gym,Morning,Rainy,Medium,Umbrella,0.35,0.652,11,0,1
161,Sunday,Other,Morning,Hot,Short,Laptop,0.8,0.307,2,1,1
161,Sunday,Other,Morning,Hot,Short,ID_Card,0.9,0.319,7,0,1
161,Sunday,Other,Morning,Hot,Short,Umbrella,0.35,0.202,4,2,1
161,Sunday,Other,Morning,Hot,Short,Wallet,0.95,0.612,10,0,0
161,Sunday,Other,Morning,Hot,Short,Notebook,0.5,0.208,10,0,1
162,Friday,Travel,Afternoon,Sunny,Short,ID_Card,0.9,0.99,15,1,0
162,Friday,Travel,Afternoon,Sunny,Short,Charger,0.55,0.828,10,2,1
162,Friday,Travel,Afternoon,Sunny,Short,Phone,0.98,0.955,13,0,0
162,Friday,Travel,Afternoon,Sunny,Short,Wallet,0.95,0.895,18,0,0
162,Friday,Travel,Afternoon,Sunny,Short,Water_Bottle,0.45,0.604,6,2,0
162,Friday,Travel,Afternoon,Sunny,Short,Laptop,0.8,0.561,5,1,1
162,Friday,Travel,Afternoon,Sunny,Short,Earphones,0.4,0.594,15,2,0
163,Wednesday,Family_Event,Evening,Rainy,Long,Umbrella,0.35,0.801,11,3,0
163,Wednesday,Family_Event,Evening,Rainy,Long,Wallet,0.95,0.537,13,0,1
163,Wednesday,Family_Event,Evening,Rainy,Long,Phone,0.98,0.878,7,0,0
164,Wednesday,Other,Morning,Rainy,Short,Phone,0.98,0.893,9,0,0
164,Wednesday,Other,Morning,Rainy,Short,Wallet,0.95,0.629,8,0,0
164,Wednesday,Other,Morning,Rainy,Short,Water_Bottle,0.45,0.397,10,0,0
165,Wednesday,Friends_House,Evening,Cloudy,Medium,Umbrella,0.35,0.451,2,0,1
165,Wednesday,Friends_House,Evening,Cloudy,Medium,Water_Bottle,0.45,0.31,9,0,0
165,Wednesday,Friends_House,Evening,Cloudy,Medium,Earphones,0.4,0.342,12,1,0
165,Wednesday,Friends_House,Evening,Cloudy,Medium,Phone,0.98,0.81,11,0,1
166,Saturday,College,Afternoon,Sunny,Medium,Charger,0.55,0.801,11,0,0
166,Saturday,College,Afternoon,Sunny,Medium,Notebook,0.5,0.887,13,0,0
166,Saturday,College,Afternoon,Sunny,Medium,Keys,0.93,0.697,12,0,0
167,Wednesday,Shopping,Evening,Sunny,Short,Keys,0.93,0.579,14,0,0
167,Wednesday,Shopping,Evening,Sunny,Short,Earphones,0.4,0.366,8,1,1
167,Wednesday,Shopping,Evening,Sunny,Short,Phone,0.98,0.846,12,0,0
168,Tuesday,College,Afternoon,Cold,Medium,Earphones,0.4,0.58,9,2,0
168,Tuesday,College,Afternoon,Cold,Medium,Wallet,0.95,0.708,13,0,1
168,Tuesday,College,Afternoon,Cold,Medium,Notebook,0.5,0.976,17,1,0
168,Tuesday,College,Afternoon,Cold,Medium,Charger,0.55,0.89,13,0,0
168,Tuesday,College,Afternoon,Cold,Medium,Phone,0.98,0.798,8,0,0
168,Tuesday,College,Afternoon,Cold,Medium,Laptop,0.8,0.885,14,0,1
169,Wednesday,Travel,Afternoon,Sunny,Short,Phone,0.98,0.885,8,0,0
169,Wednesday,Travel,Afternoon,Sunny,Short,Wallet,0.95,0.823,9,0,0
169,Wednesday,Travel,Afternoon,Sunny,Short,Keys,0.93,0.351,9,0,0
169,Wednesday,Travel,Afternoon,Sunny,Short,ID_Card,0.9,0.877,12,0,0
169,Wednesday,Travel,Afternoon,Sunny,Short,Laptop,0.8,0.482,7,1,1
170,Monday,Other,Afternoon,Hot,Medium,Phone,0.98,0.784,18,0,1
170,Monday,Other,Afternoon,Hot,Medium,Keys,0.93,0.582,8,0,1
170,Monday,Other,Afternoon,Hot,Medium,Umbrella,0.35,0.106,5,3,1
170,Monday,Other,Afternoon,Hot,Medium,Charger,0.55,0.402,9,1,1
170,Monday,Other,Afternoon,Hot,Medium,Wallet,0.95,0.552,13,0,0
171,Monday,Shopping,Night,Cold,Short,Keys,0.93,0.62,11,0,0
171,Monday,Shopping,Night,Cold,Short,Phone,0.98,0.936,15,0,0
171,Monday,Shopping,Night,Cold,Short,Wallet,0.95,0.968,15,1,0
172,Monday,Gym,Afternoon,Sunny,Short,Charger,0.55,0.243,8,1,1
172,Monday,Gym,Afternoon,Sunny,Short,Water_Bottle,0.45,0.926,13,2,0
172,Monday,Gym,Afternoon,Sunny,Short,Phone,0.98,0.72,9,0,0
173,Saturday,College,Afternoon,Sunny,Short,ID_Card,0.9,0.99,16,0,0
173,Saturday,College,Afternoon,Sunny,Short,Phone,0.98,0.879,10,0,1
173,Saturday,College,Afternoon,Sunny,Short,Wallet,0.95,0.755,9,0,0
173,Saturday,College,Afternoon,Sunny,Short,Water_Bottle,0.45,0.612,9,2,1
173,Saturday,College,Afternoon,Sunny,Short,Notebook,0.5,0.889,7,2,0
173,Saturday,College,Afternoon,Sunny,Short,Earphones,0.4,0.564,11,1,1
174,Saturday,Other,Afternoon,Rainy,Long,ID_Card,0.9,0.405,3,0,1
174,Saturday,Other,Afternoon,Rainy,Long,Phone,0.98,0.79,13,0,0
174,Saturday,Other,Afternoon,Rainy,Long,Keys,0.93,0.537,18,0,0
174,Saturday,Other,Afternoon,Rainy,Long,Umbrella,0.35,0.861,14,0,0
175,Friday,College,Evening,Sunny,Medium,Laptop,0.8,0.99,14,0,1
175,Friday,College,Evening,Sunny,Medium,Umbrella,0.35,0.187,9,1,1
175,Friday,College,Evening,Sunny,Medium,ID_Card,0.9,0.928,17,0,0
175,Friday,College,Evening,Sunny,Medium,Phone,0.98,0.876,21,0,0
175,Friday,College,Evening,Sunny,Medium,Water_Bottle,0.45,0.647,13,0,0
175,Friday,College,Evening,Sunny,Medium,Notebook,0.5,0.921,15,2,0
175,Friday,College,Evening,Sunny,Medium,Charger,0.55,0.837,14,1,1
175,Friday,College,Evening,Sunny,Medium,Keys,0.93,0.567,16,0,1
176,Thursday,College,Morning,Rainy,Long,Notebook,0.5,0.866,13,0,0
176,Thursday,College,Morning,Rainy,Long,Umbrella,0.35,0.9,18,4,0
176,Thursday,College,Morning,Rainy,Long,Phone,0.98,0.849,12,0,0
176,Thursday,College,Morning,Rainy,Long,ID_Card,0.9,0.862,17,0,1
176,Thursday,College,Morning,Rainy,Long,Wallet,0.95,0.834,10,0,0
177,Saturday,Office,Afternoon,Rainy,Medium,Wallet,0.95,0.72,10,0,0
177,Saturday,Office,Afternoon,Rainy,Medium,Umbrella,0.35,0.795,20,1,0
177,Saturday,Office,Afternoon,Rainy,Medium,Notebook,0.5,0.549,10,0,0
177,Saturday,Office,Afternoon,Rainy,Medium,Phone,0.98,0.852,15,0,0
177,Saturday,Office,Afternoon,Rainy,Medium,Laptop,0.8,0.814,9,1,0
177,Saturday,Office,Afternoon,Rainy,Medium,ID_Card,0.9,0.853,11,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,Keys,0.93,0.688,14,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,Phone,0.98,0.843,12,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,ID_Card,0.9,0.914,19,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,Water_Bottle,0.45,0.592,9,1,1
178,Tuesday,College,Afternoon,Rainy,Medium,Wallet,0.95,0.749,13,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,Notebook,0.5,0.929,15,0,0
178,Tuesday,College,Afternoon,Rainy,Medium,Umbrella,0.35,0.803,7,2,0
178,Tuesday,College,Afternoon,Rainy,Medium,Laptop,0.8,0.932,11,1,0
179,Sunday,Gym,Night,Cloudy,Medium,Water_Bottle,0.45,0.889,16,0,0
179,Sunday,Gym,Night,Cloudy,Medium,ID_Card,0.9,0.143,5,0,1
179,Sunday,Gym,Night,Cloudy,Medium,Earphones,0.4,0.82,15,0,0
180,Thursday,Shopping,Afternoon,Rainy,Long,Umbrella,0.35,0.867,13,2,0
180,Thursday,Shopping,Afternoon,Rainy,Long,ID_Card,0.9,0.555,7,1,1
180,Thursday,Shopping,Afternoon,Rainy,Long,Keys,0.93,0.646,13,0,0
180,Thursday,Shopping,Afternoon,Rainy,Long,Phone,0.98,0.815,9,0,0
180,Thursday,Shopping,Afternoon,Rainy,Long,Charger,0.55,0.137,6,1,1
180,Thursday,Shopping,Afternoon,Rainy,Long,Wallet,0.95,0.99,10,0,0
181,Sunday,Office,Afternoon,Rainy,Medium,ID_Card,0.9,0.736,15,0,0
181,Sunday,Office,Afternoon,Rainy,Medium,Keys,0.93,0.504,9,0,0
181,Sunday,Office,Afternoon,Rainy,Medium,Earphones,0.4,0.463,13,1,0
181,Sunday,Office,Afternoon,Rainy,Medium,Umbrella,0.35,0.842,13,1,1
181,Sunday,Office,Afternoon,Rainy,Medium,Phone,0.98,0.887,9,0,1
181,Sunday,Office,Afternoon,Rainy,Medium,Charger,0.55,0.818,16,1,0
181,Sunday,Office,Afternoon,Rainy,Medium,Notebook,0.5,0.527,10,2,1
182,Tuesday,College,Night,Sunny,Short,ID_Card,0.9,0.969,12,0,0
182,Tuesday,College,Night,Sunny,Short,Laptop,0.8,0.923,12,0,0
182,Tuesday,College,Night,Sunny,Short,Keys,0.93,0.678,12,0,0
182,Tuesday,College,Night,Sunny,Short,Wallet,0.95,0.738,13,0,0
182,Tuesday,College,Night,Sunny,Short,Notebook,0.5,0.926,10,1,0
182,Tuesday,College,Night,Sunny,Short,Phone,0.98,0.977,8,0,0
183,Thursday,College,Afternoon,Rainy,Medium,Phone,0.98,0.861,14,0,0
183,Thursday,College,Afternoon,Rainy,Medium,ID_Card,0.9,0.898,13,0,0
183,Thursday,College,Afternoon,Rainy,Medium,Umbrella,0.35,0.863,17,0,0
184,Friday,Gym,Morning,Cold,Medium,Water_Bottle,0.45,0.786,7,1,0
184,Friday,Gym,Morning,Cold,Medium,Earphones,0.4,0.815,11,0,1
184,Friday,Gym,Morning,Cold,Medium,Phone,0.98,0.675,12,1,0
184,Friday,Gym,Morning,Cold,Medium,Wallet,0.95,0.297,10,0,0
185,Thursday,College,Morning,Rainy,Short,Phone,0.98,0.828,8,0,0
185,Thursday,College,Morning,Rainy,Short,Wallet,0.95,0.734,10,0,0
185,Thursday,College,Morning,Rainy,Short,Earphones,0.4,0.518,11,0,1
185,Thursday,College,Morning,Rainy,Short,Laptop,0.8,0.873,17,0,0
185,Thursday,College,Morning,Rainy,Short,Charger,0.55,0.839,16,0,0
185,Thursday,College,Morning,Rainy,Short,Notebook,0.5,0.821,12,0,1
185,Thursday,College,Morning,Rainy,Short,Umbrella,0.35,0.884,15,1,1
186,Thursday,Friends_House,Morning,Cloudy,Short,Earphones,0.4,0.352,10,4,0
187,Tuesday,Office,Morning,Cloudy,Short,Umbrella,0.35,0.448,12,3,1
187,Tuesday,Office,Morning,Cloudy,Short,Charger,0.55,0.886,9,1,0
187,Tuesday,Office,Morning,Cloudy,Short,Phone,0.98,0.914,13,0,0
187,Tuesday,Office,Morning,Cloudy,Short,Keys,0.93,0.54,13,0,0
187,Tuesday,Office,Morning,Cloudy,Short,ID_Card,0.9,0.903,12,0,1
187,Tuesday,Office,Morning,Cloudy,Short,Earphones,0.4,0.433,6,1,0
187,Tuesday,Office,Morning,Cloudy,Short,Laptop,0.8,0.903,21,0,0
187,Tuesday,Office,Morning,Cloudy,Short,Wallet,0.95,0.713,11,0,0
188,Wednesday,Office,Afternoon,Sunny,Long,Water_Bottle,0.45,0.582,11,1,0
188,Wednesday,Office,Afternoon,Sunny,Long,Phone,0.98,0.917,9,0,0
188,Wednesday,Office,Afternoon,Sunny,Long,Keys,0.93,0.537,11,0,0
188,Wednesday,Office,Afternoon,Sunny,Long,Charger,0.55,0.881,13,0,1
188,Wednesday,Office,Afternoon,Sunny,Long,Wallet,0.95,0.712,16,0,0
188,Wednesday,Office,Afternoon,Sunny,Long,ID_Card,0.9,0.803,16,0,1
189,Tuesday,Gym,Evening,Sunny,Short,Water_Bottle,0.45,0.883,10,0,1
189,Tuesday,Gym,Evening,Sunny,Short,Phone,0.98,0.726,10,0,1
189,Tuesday,Gym,Evening,Sunny,Short,Keys,0.93,0.522,8,0,0
190,Wednesday,Gym,Evening,Sunny,Long,Keys,0.93,0.519,11,0,1
190,Wednesday,Gym,Evening,Sunny,Long,Earphones,0.4,0.832,15,1,0
190,Wednesday,Gym,Evening,Sunny,Long,Wallet,0.95,0.251,6,0,0
190,Wednesday,Gym,Evening,Sunny,Long,Phone,0.98,0.713,10,0,0
190,Wednesday,Gym,Evening,Sunny,Long,Water_Bottle,0.45,0.841,8,1,1
191,Friday,College,Morning,Cold,Medium,Water_Bottle,0.45,0.5,6,1,1
191,Friday,College,Morning,Cold,Medium,Laptop,0.8,0.868,15,0,0
191,Friday,College,Morning,Cold,Medium,Keys,0.93,0.589,10,0,0
191,Friday,College,Morning,Cold,Medium,Earphones,0.4,0.565,11,1,1
191,Friday,College,Morning,Cold,Medium,ID_Card,0.9,0.855,13,1,0
191,Friday,College,Morning,Cold,Medium,Notebook,0.5,0.917,13,1,0
191,Friday,College,Morning,Cold,Medium,Umbrella,0.35,0.388,9,3,0
191,Friday,College,Morning,Cold,Medium,Charger,0.55,0.687,11,0,0
191,Friday,College,Morning,Cold,Medium,Wallet,0.95,0.733,12,0,0
192,Friday,College,Afternoon,Sunny,Medium,Charger,0.55,0.873,14,1,0
192,Friday,College,Afternoon,Sunny,Medium,Notebook,0.5,0.911,13,3,1
192,Friday,College,Afternoon,Sunny,Medium,Phone,0.98,0.925,16,0,0
192,Friday,College,Afternoon,Sunny,Medium,Laptop,0.8,0.944,12,0,0
192,Friday,College,Afternoon,Sunny,Medium,ID_Card,0.9,0.936,15,0,1
192,Friday,College,Afternoon,Sunny,Medium,Water_Bottle,0.45,0.704,9,3,1
193,Friday,Family_Event,Morning,Hot,Short,Wallet,0.95,0.661,10,0,0
193,Friday,Family_Event,Morning,Hot,Short,ID_Card,0.9,0.265,5,0,0
193,Friday,Family_Event,Morning,Hot,Short,Water_Bottle,0.45,0.536,10,1,1
193,Friday,Family_Event,Morning,Hot,Short,Phone,0.98,0.729,10,0,0
193,Friday,Family_Event,Morning,Hot,Short,Keys,0.93,0.577,10,0,0
194,Wednesday,College,Night,Sunny,Long,Phone,0.98,0.99,14,0,0
194,Wednesday,College,Night,Sunny,Long,Charger,0.55,0.853,17,1,1
194,Wednesday,College,Night,Sunny,Long,Laptop,0.8,0.828,12,0,0
194,Wednesday,College,Night,Sunny,Long,Water_Bottle,0.45,0.598,14,0,0
194,Wednesday,College,Night,Sunny,Long,Notebook,0.5,0.879,15,0,0
194,Wednesday,College,Night,Sunny,Long,ID_Card,0.9,0.794,13,2,1
195,Sunday,Shopping,Morning,Sunny,Medium,Umbrella,0.35,0.137,4,1,1
195,Sunday,Shopping,Morning,Sunny,Medium,Phone,0.98,0.907,12,0,0
195,Sunday,Shopping,Morning,Sunny,Medium,ID_Card,0.9,0.449,7,1,0
195,Sunday,Shopping,Morning,Sunny,Medium,Wallet,0.95,0.99,12,0,0
196,Monday,Shopping,Afternoon,Cloudy,Short,ID_Card,0.9,0.536,8,0,1
196,Monday,Shopping,Afternoon,Cloudy,Short,Wallet,0.95,0.968,15,0,0
197,Wednesday,Office,Morning,Cloudy,Short,Charger,0.55,0.755,10,0,0
197,Wednesday,Office,Morning,Cloudy,Short,Water_Bottle,0.45,0.416,4,3,1
197,Wednesday,Office,Morning,Cloudy,Short,Phone,0.98,0.913,11,0,0
197,Wednesday,Office,Morning,Cloudy,Short,Notebook,0.5,0.584,11,1,0
198,Monday,Gym,Afternoon,Hot,Short,Keys,0.93,0.573,13,0,0
198,Monday,Gym,Afternoon,Hot,Short,Water_Bottle,0.45,0.99,16,1,0
200,Sunday,Family_Event,Evening,Cold,Medium,Wallet,0.95,0.533,8,0,0
200,Sunday,Family_Event,Evening,Cold,Medium,Phone,0.98,0.781,14,0,1
201,Wednesday,Office,Morning,Sunny,Long,ID_Card,0.9,0.864,15,0,0
201,Wednesday,Office,Morning,Sunny,Long,Wallet,0.95,0.654,7,0,0
201,Wednesday,Office,Morning,Sunny,Long,Phone,0.98,0.974,15,0,0
201,Wednesday,Office,Morning,Sunny,Long,Earphones,0.4,0.404,7,0,1
201,Wednesday,Office,Morning,Sunny,Long,Keys,0.93,0.658,8,0,0
201,Wednesday,Office,Morning,Sunny,Long,Water_Bottle,0.45,0.55,6,3,1
202,Sunday,Office,Night,Hot,Medium,Notebook,0.5,0.637,12,2,1
202,Sunday,Office,Night,Hot,Medium,Umbrella,0.35,0.212,7,3,1
202,Sunday,Office,Night,Hot,Medium,ID_Card,0.9,0.898,13,0,0
202,Sunday,Office,Night,Hot,Medium,Water_Bottle,0.45,0.887,15,1,0
202,Sunday,Office,Night,Hot,Medium,Charger,0.55,0.756,13,4,1
202,Sunday,Office,Night,Hot,Medium,Keys,0.93,0.656,20,0,0
203,Thursday,Office,Afternoon,Sunny,Medium,ID_Card,0.9,0.786,19,0,0
203,Thursday,Office,Afternoon,Sunny,Medium,Keys,0.93,0.724,8,2,0
203,Thursday,Office,Afternoon,Sunny,Medium,Laptop,0.8,0.923,13,0,0
203,Thursday,Office,Afternoon,Sunny,Medium,Charger,0.55,0.798,11,0,1
203,Thursday,Office,Afternoon,Sunny,Medium,Umbrella,0.35,0.153,3,1,1
203,Thursday,Office,Afternoon,Sunny,Medium,Phone,0.98,0.969,14,0,0
204,Friday,Gym,Evening,Cold,Medium,Water_Bottle,0.45,0.861,13,0,1
204,Friday,Gym,Evening,Cold,Medium,Earphones,0.4,0.898,14,1,1
204,Friday,Gym,Evening,Cold,Medium,Umbrella,0.35,0.122,1,5,1
205,Thursday,Friends_House,Evening,Rainy,Long,Umbrella,0.35,0.873,16,0,1
205,Thursday,Friends_House,Evening,Rainy,Long,Phone,0.98,0.829,15,1,0
205,Thursday,Friends_House,Evening,Rainy,Long,Wallet,0.95,0.495,9,0,0
206,Tuesday,Office,Night,Cloudy,Long,Keys,0.93,0.717,15,0,0
206,Tuesday,Office,Night,Cloudy,Long,Umbrella,0.35,0.485,6,1,0
206,Tuesday,Office,Night,Cloudy,Long,Notebook,0.5,0.486,8,0,1
206,Tuesday,Office,Night,Cloudy,Long,Phone,0.98,0.954,10,0,1
206,Tuesday,Office,Night,Cloudy,Long,Charger,0.55,0.745,10,1,1
206,Tuesday,Office,Night,Cloudy,Long,Wallet,0.95,0.733,16,0,1
206,Tuesday,Office,Night,Cloudy,Long,Earphones,0.4,0.427,8,0,0
207,Saturday,Office,Morning,Sunny,Short,Umbrella,0.35,0.182,5,3,1
207,Saturday,Office,Morning,Sunny,Short,ID_Card,0.9,0.769,14,1,0
207,Saturday,Office,Morning,Sunny,Short,Charger,0.55,0.837,10,1,1
207,Saturday,Office,Morning,Sunny,Short,Phone,0.98,0.99,14,0,0
207,Saturday,Office,Morning,Sunny,Short,Wallet,0.95,0.699,10,0,0
207,Saturday,Office,Morning,Sunny,Short,Water_Bottle,0.45,0.453,2,1,1
207,Saturday,Office,Morning,Sunny,Short,Notebook,0.5,0.453,7,0,0
208,Sunday,Other,Morning,Sunny,Long,ID_Card,0.9,0.468,14,1,0
208,Sunday,Other,Morning,Sunny,Long,Charger,0.55,0.432,9,3,1
208,Sunday,Other,Morning,Sunny,Long,Keys,0.93,0.56,8,0,0
209,Tuesday,College,Morning,Sunny,Short,Notebook,0.5,0.913,12,1,0
209,Tuesday,College,Morning,Sunny,Short,Wallet,0.95,0.816,10,0,0
209,Tuesday,College,Morning,Sunny,Short,Laptop,0.8,0.95,10,1,0
209,Tuesday,College,Morning,Sunny,Short,Charger,0.55,0.868,17,1,0
209,Tuesday,College,Morning,Sunny,Short,Keys,0.93,0.607,4,0,0
209,Tuesday,College,Morning,Sunny,Short,ID_Card,0.9,0.904,10,0,1
209,Tuesday,College,Morning,Sunny,Short,Phone,0.98,0.877,11,0,0
210,Saturday,Gym,Morning,Cold,Long,Phone,0.98,0.785,14,0,0
210,Saturday,Gym,Morning,Cold,Long,Water_Bottle,0.45,0.756,12,0,0
210,Saturday,Gym,Morning,Cold,Long,Earphones,0.4,0.747,16,0,0
211,Tuesday,Friends_House,Afternoon,Hot,Long,ID_Card,0.9,0.244,6,2,1
211,Tuesday,Friends_House,Afternoon,Hot,Long,Umbrella,0.35,0.165,7,1,1
211,Tuesday,Friends_House,Afternoon,Hot,Long,Charger,0.55,0.36,6,1,1
211,Tuesday,Friends_House,Afternoon,Hot,Long,Keys,0.93,0.525,10,0,0
211,Tuesday,Friends_House,Afternoon,Hot,Long,Wallet,0.95,0.519,8,0,0
212,Saturday,College,Night,Cold,Medium,Notebook,0.5,0.856,18,1,0
212,Saturday,College,Night,Cold,Medium,Charger,0.55,0.782,15,0,0
212,Saturday,College,Night,Cold,Medium,ID_Card,0.9,0.933,12,0,1
212,Saturday,College,Night,Cold,Medium,Earphones,0.4,0.571,7,6,1
212,Saturday,College,Night,Cold,Medium,Wallet,0.95,0.737,9,0,0
212,Saturday,College,Night,Cold,Medium,Phone,0.98,0.913,14,0,0
212,Saturday,College,Night,Cold,Medium,Laptop,0.8,0.856,16,0,1
213,Saturday,College,Night,Sunny,Short,Keys,0.93,0.536,13,0,0
213,Saturday,College,Night,Sunny,Short,Laptop,0.8,0.944,15,0,0
213,Saturday,College,Night,Sunny,Short,Earphones,0.4,0.631,10,2,1
213,Saturday,College,Night,Sunny,Short,Water_Bottle,0.45,0.658,10,1,0
213,Saturday,College,Night,Sunny,Short,Phone,0.98,0.907,13,0,0
213,Saturday,College,Night,Sunny,Short,Wallet,0.95,0.753,8,0,0
213,Saturday,College,Night,Sunny,Short,Charger,0.55,0.791,17,2,1
213,Saturday,College,Night,Sunny,Short,ID_Card,0.9,0.967,18,0,0
214,Thursday,College,Afternoon,Rainy,Medium,Earphones,0.4,0.574,12,1,1
214,Thursday,College,Afternoon,Rainy,Medium,ID_Card,0.9,0.782,10,0,0
214,Thursday,College,Afternoon,Rainy,Medium,Umbrella,0.35,0.845,12,3,1
214,Thursday,College,Afternoon,Rainy,Medium,Wallet,0.95,0.741,12,0,0
214,Thursday,College,Afternoon,Rainy,Medium,Laptop,0.8,0.883,14,0,0
214,Thursday,College,Afternoon,Rainy,Medium,Phone,0.98,0.889,13,0,0
215,Saturday,Other,Afternoon,Sunny,Short,Phone,0.98,0.756,17,0,0
215,Saturday,Other,Afternoon,Sunny,Short,Earphones,0.4,0.399,11,2,0
216,Tuesday,College,Evening,Rainy,Medium,Charger,0.55,0.839,9,2,0
216,Tuesday,College,Evening,Rainy,Medium,Umbrella,0.35,0.846,11,3,0
216,Tuesday,College,Evening,Rainy,Medium,ID_Card,0.9,0.83,17,0,0
216,Tuesday,College,Evening,Rainy,Medium,Keys,0.93,0.594,15,0,0
216,Tuesday,College,Evening,Rainy,Medium,Notebook,0.5,0.781,15,0,0
216,Tuesday,College,Evening,Rainy,Medium,Phone,0.98,0.824,13,0,0
216,Tuesday,College,Evening,Rainy,Medium,Water_Bottle,0.45,0.625,10,1,0
216,Tuesday,College,Evening,Rainy,Medium,Earphones,0.4,0.491,8,1,1
217,Monday,College,Night,Cloudy,Short,Wallet,0.95,0.808,11,0,0
217,Monday,College,Night,Cloudy,Short,Charger,0.55,0.862,9,0,1
217,Monday,College,Night,Cloudy,Short,Notebook,0.5,0.924,15,0,0
217,Monday,College,Night,Cloudy,Short,Laptop,0.8,0.976,18,2,0
217,Monday,College,Night,Cloudy,Short,Earphones,0.4,0.534,7,0,0
217,Monday,College,Night,Cloudy,Short,ID_Card,0.9,0.946,17,1,0
218,Monday,College,Morning,Sunny,Medium,ID_Card,0.9,0.99,9,0,0
218,Monday,College,Morning,Sunny,Medium,Water_Bottle,0.45,0.525,11,0,1
218,Monday,College,Morning,Sunny,Medium,Notebook,0.5,0.82,12,1,0
218,Monday,College,Morning,Sunny,Medium,Phone,0.98,0.972,18,0,0
218,Monday,College,Morning,Sunny,Medium,Laptop,0.8,0.904,14,1,0
219,Thursday,College,Afternoon,Rainy,Long,Wallet,0.95,0.817,13,0,0
219,Thursday,College,Afternoon,Rainy,Long,Charger,0.55,0.952,11,2,0
219,Thursday,College,Afternoon,Rainy,Long,Umbrella,0.35,0.804,20,0,1
219,Thursday,College,Afternoon,Rainy,Long,Water_Bottle,0.45,0.644,7,3,0
220,Sunday,Travel,Evening,Sunny,Short,ID_Card,0.9,0.983,15,2,0
220,Sunday,Travel,Evening,Sunny,Short,Water_Bottle,0.45,0.546,12,1,0
220,Sunday,Travel,Evening,Sunny,Short,Phone,0.98,0.99,26,0,0
220,Sunday,Travel,Evening,Sunny,Short,Wallet,0.95,0.979,12,0,0
220,Sunday,Travel,Evening,Sunny,Short,Charger,0.55,0.825,15,2,1
221,Monday,Office,Morning,Cloudy,Short,Notebook,0.5,0.558,8,1,0
221,Monday,Office,Morning,Cloudy,Short,Earphones,0.4,0.52,14,2,0
221,Monday,Office,Morning,Cloudy,Short,Wallet,0.95,0.69,12,0,0
221,Monday,Office,Morning,Cloudy,Short,Phone,0.98,0.922,13,0,1
221,Monday,Office,Morning,Cloudy,Short,Laptop,0.8,0.873,12,0,1
222,Thursday,Shopping,Afternoon,Rainy,Medium,Notebook,0.5,0.087,3,1,1
222,Thursday,Shopping,Afternoon,Rainy,Medium,Wallet,0.95,0.99,15,0,0
222,Thursday,Shopping,Afternoon,Rainy,Medium,Umbrella,0.35,0.872,18,3,0
222,Thursday,Shopping,Afternoon,Rainy,Medium,Phone,0.98,0.82,10,1,1
223,Friday,Travel,Night,Sunny,Medium,ID_Card,0.9,0.99,21,0,0
223,Friday,Travel,Night,Sunny,Medium,Phone,0.98,0.909,14,0,0
223,Friday,Travel,Night,Sunny,Medium,Wallet,0.95,0.873,11,0,0
223,Friday,Travel,Night,Sunny,Medium,Water_Bottle,0.45,0.593,19,2,1
